TXNAME	GENEID	tissue_site_detail	total_full_counts
BambuTx1042	ENSG00000154479	Muscle - Skeletal	2
BambuTx1043	BambuGene156890	Brain - Cerebellar Hemisphere	0
BambuTx1043	BambuGene156890	Brain - Frontal Cortex (BA9)	0
BambuTx1043	BambuGene156890	Brain - Putamen (basal ganglia)	0
BambuTx1043	BambuGene156890	Cells - Cultured fibroblasts	0
BambuTx1043	BambuGene156890	Heart - Atrial Appendage	0
BambuTx1043	BambuGene156890	Heart - Left Ventricle	0
BambuTx1043	BambuGene156890	Liver	0
BambuTx1043	BambuGene156890	Lung	0
BambuTx1043	BambuGene156890	Muscle - Skeletal	0
BambuTx1044	BambuGene146531	Brain - Cerebellar Hemisphere	0
BambuTx1044	BambuGene146531	Brain - Frontal Cortex (BA9)	21
BambuTx1044	BambuGene146531	Brain - Putamen (basal ganglia)	7
BambuTx1044	BambuGene146531	Cells - Cultured fibroblasts	1
BambuTx1044	BambuGene146531	Heart - Atrial Appendage	0
BambuTx1044	BambuGene146531	Heart - Left Ventricle	0
BambuTx1044	BambuGene146531	Liver	0
BambuTx1044	BambuGene146531	Lung	0
BambuTx1044	BambuGene146531	Muscle - Skeletal	0
BambuTx1045	BambuGene146658	Brain - Cerebellar Hemisphere	0
BambuTx1045	BambuGene146658	Brain - Frontal Cortex (BA9)	0
BambuTx1045	BambuGene146658	Brain - Putamen (basal ganglia)	0
BambuTx1045	BambuGene146658	Cells - Cultured fibroblasts	0
BambuTx1045	BambuGene146658	Heart - Atrial Appendage	0
BambuTx1045	BambuGene146658	Heart - Left Ventricle	0
BambuTx1045	BambuGene146658	Liver	0
BambuTx1045	BambuGene146658	Lung	0
BambuTx1045	BambuGene146658	Muscle - Skeletal	0
BambuTx1046	ENSG00000204311	Brain - Cerebellar Hemisphere	1
BambuTx1046	ENSG00000204311	Brain - Frontal Cortex (BA9)	0
BambuTx1046	ENSG00000204311	Brain - Putamen (basal ganglia)	0
BambuTx1046	ENSG00000204311	Cells - Cultured fibroblasts	14
BambuTx1046	ENSG00000204311	Heart - Atrial Appendage	1
BambuTx1046	ENSG00000204311	Heart - Left Ventricle	0
BambuTx1046	ENSG00000204311	Liver	0
BambuTx1046	ENSG00000204311	Lung	6
BambuTx1046	ENSG00000204311	Muscle - Skeletal	3
BambuTx1047	BambuGene146791	Brain - Cerebellar Hemisphere	14
BambuTx1047	BambuGene146791	Brain - Frontal Cortex (BA9)	2
BambuTx1047	BambuGene146791	Brain - Putamen (basal ganglia)	2
BambuTx1047	BambuGene146791	Cells - Cultured fibroblasts	3
BambuTx1047	BambuGene146791	Heart - Atrial Appendage	2
BambuTx1047	BambuGene146791	Heart - Left Ventricle	2
BambuTx1047	BambuGene146791	Liver	2
BambuTx1047	BambuGene146791	Lung	4
BambuTx1047	BambuGene146791	Muscle - Skeletal	4
BambuTx1048	ENSG00000233654	Brain - Cerebellar Hemisphere	71
BambuTx1048	ENSG00000233654	Brain - Frontal Cortex (BA9)	14
BambuTx1048	ENSG00000233654	Brain - Putamen (basal ganglia)	9
BambuTx1048	ENSG00000233654	Cells - Cultured fibroblasts	10
BambuTx1048	ENSG00000233654	Heart - Atrial Appendage	27
BambuTx1048	ENSG00000233654	Heart - Left Ventricle	9
BambuTx1048	ENSG00000233654	Liver	4
BambuTx1048	ENSG00000233654	Lung	5
BambuTx1048	ENSG00000233654	Muscle - Skeletal	9
BambuTx1049	BambuGene147001	Brain - Cerebellar Hemisphere	16
BambuTx1049	BambuGene147001	Brain - Frontal Cortex (BA9)	4
BambuTx1049	BambuGene147001	Brain - Putamen (basal ganglia)	2
BambuTx1049	BambuGene147001	Cells - Cultured fibroblasts	0
BambuTx1049	BambuGene147001	Heart - Atrial Appendage	0
BambuTx1049	BambuGene147001	Heart - Left Ventricle	0
BambuTx1049	BambuGene147001	Liver	0
BambuTx1049	BambuGene147001	Lung	0
BambuTx1049	BambuGene147001	Muscle - Skeletal	0
BambuTx105	ENSG00000143450	Brain - Cerebellar Hemisphere	10
BambuTx105	ENSG00000143450	Brain - Frontal Cortex (BA9)	2
BambuTx105	ENSG00000143450	Brain - Putamen (basal ganglia)	5
BambuTx105	ENSG00000143450	Cells - Cultured fibroblasts	11
BambuTx105	ENSG00000143450	Heart - Atrial Appendage	4
BambuTx105	ENSG00000143450	Heart - Left Ventricle	1
BambuTx105	ENSG00000143450	Liver	11
BambuTx105	ENSG00000143450	Lung	25
BambuTx105	ENSG00000143450	Muscle - Skeletal	12
BambuTx1050	BambuGene157370	Brain - Cerebellar Hemisphere	0
BambuTx1050	BambuGene157370	Brain - Frontal Cortex (BA9)	0
BambuTx1050	BambuGene157370	Brain - Putamen (basal ganglia)	0
BambuTx1050	BambuGene157370	Cells - Cultured fibroblasts	0
BambuTx1050	BambuGene157370	Heart - Atrial Appendage	0
BambuTx1050	BambuGene157370	Heart - Left Ventricle	0
BambuTx1050	BambuGene157370	Liver	0
BambuTx1050	BambuGene157370	Lung	0
BambuTx1050	BambuGene157370	Muscle - Skeletal	0
BambuTx1051	ENSG00000234919	Brain - Cerebellar Hemisphere	1
BambuTx1051	ENSG00000234919	Brain - Frontal Cortex (BA9)	99
BambuTx1051	ENSG00000234919	Brain - Putamen (basal ganglia)	0
BambuTx1051	ENSG00000234919	Cells - Cultured fibroblasts	1
BambuTx1051	ENSG00000234919	Heart - Atrial Appendage	0
BambuTx1051	ENSG00000234919	Heart - Left Ventricle	1
BambuTx1051	ENSG00000234919	Liver	0
BambuTx1051	ENSG00000234919	Lung	158
BambuTx1051	ENSG00000234919	Muscle - Skeletal	0
BambuTx1052	ENSG00000226124	Brain - Cerebellar Hemisphere	3
BambuTx1052	ENSG00000226124	Brain - Frontal Cortex (BA9)	5
BambuTx1052	ENSG00000226124	Brain - Putamen (basal ganglia)	7
BambuTx1052	ENSG00000226124	Cells - Cultured fibroblasts	6
BambuTx1052	ENSG00000226124	Heart - Atrial Appendage	4
BambuTx1052	ENSG00000226124	Heart - Left Ventricle	1
BambuTx1052	ENSG00000226124	Liver	9
BambuTx1052	ENSG00000226124	Lung	3
BambuTx1052	ENSG00000226124	Muscle - Skeletal	2
BambuTx1053	ENSG00000240344	Brain - Cerebellar Hemisphere	79
BambuTx1053	ENSG00000240344	Brain - Frontal Cortex (BA9)	55
BambuTx1053	ENSG00000240344	Brain - Putamen (basal ganglia)	20
BambuTx1053	ENSG00000240344	Cells - Cultured fibroblasts	350
BambuTx1053	ENSG00000240344	Heart - Atrial Appendage	111
BambuTx1053	ENSG00000240344	Heart - Left Ventricle	39
BambuTx1053	ENSG00000240344	Liver	28
BambuTx1053	ENSG00000240344	Lung	134
BambuTx1053	ENSG00000240344	Muscle - Skeletal	119
BambuTx1054	ENSG00000196290	Brain - Cerebellar Hemisphere	44
BambuTx1054	ENSG00000196290	Brain - Frontal Cortex (BA9)	27
BambuTx1054	ENSG00000196290	Brain - Putamen (basal ganglia)	8
BambuTx1054	ENSG00000196290	Cells - Cultured fibroblasts	68
BambuTx1054	ENSG00000196290	Heart - Atrial Appendage	27
BambuTx1054	ENSG00000196290	Heart - Left Ventricle	7
BambuTx1054	ENSG00000196290	Liver	13
BambuTx1054	ENSG00000196290	Lung	25
BambuTx1054	ENSG00000196290	Muscle - Skeletal	34
BambuTx1055	ENSG00000196290	Brain - Cerebellar Hemisphere	75
BambuTx1055	ENSG00000196290	Brain - Frontal Cortex (BA9)	30
BambuTx1055	ENSG00000196290	Brain - Putamen (basal ganglia)	16
BambuTx1055	ENSG00000196290	Cells - Cultured fibroblasts	197
BambuTx1055	ENSG00000196290	Heart - Atrial Appendage	55
BambuTx1055	ENSG00000196290	Heart - Left Ventricle	16
BambuTx1055	ENSG00000196290	Liver	43
BambuTx1055	ENSG00000196290	Lung	61
BambuTx1055	ENSG00000196290	Muscle - Skeletal	84
BambuTx1056	BambuGene157814	Brain - Cerebellar Hemisphere	1
BambuTx1056	BambuGene157814	Brain - Frontal Cortex (BA9)	0
BambuTx1056	BambuGene157814	Brain - Putamen (basal ganglia)	0
BambuTx1056	BambuGene157814	Cells - Cultured fibroblasts	0
BambuTx1056	BambuGene157814	Heart - Atrial Appendage	1
BambuTx1056	BambuGene157814	Heart - Left Ventricle	0
BambuTx1056	BambuGene157814	Liver	0
BambuTx1056	BambuGene157814	Lung	0
BambuTx1056	BambuGene157814	Muscle - Skeletal	1
BambuTx1057	BambuGene157814	Brain - Cerebellar Hemisphere	8.637936384743362
BambuTx1057	BambuGene157814	Brain - Frontal Cortex (BA9)	2.72587831275844
BambuTx1057	BambuGene157814	Brain - Putamen (basal ganglia)	0
BambuTx1057	BambuGene157814	Cells - Cultured fibroblasts	42.287200528176086
BambuTx1057	BambuGene157814	Heart - Atrial Appendage	10.429513640726897
BambuTx1057	BambuGene157814	Heart - Left Ventricle	1.9042815217299238
BambuTx1057	BambuGene157814	Liver	1.961968529351088
BambuTx1057	BambuGene157814	Lung	16.91797058760547
BambuTx1057	BambuGene157814	Muscle - Skeletal	18.00837287203529
BambuTx1058	ENSG00000235118	Brain - Cerebellar Hemisphere	0
BambuTx1058	ENSG00000235118	Brain - Frontal Cortex (BA9)	4
BambuTx1058	ENSG00000235118	Brain - Putamen (basal ganglia)	3
BambuTx1058	ENSG00000235118	Cells - Cultured fibroblasts	0
BambuTx1058	ENSG00000235118	Heart - Atrial Appendage	0
BambuTx1058	ENSG00000235118	Heart - Left Ventricle	0
BambuTx1058	ENSG00000235118	Liver	0
BambuTx1058	ENSG00000235118	Lung	0
BambuTx1058	ENSG00000235118	Muscle - Skeletal	0
BambuTx1059	ENSG00000182187	Brain - Cerebellar Hemisphere	3
BambuTx1059	ENSG00000182187	Brain - Frontal Cortex (BA9)	1
BambuTx1059	ENSG00000182187	Brain - Putamen (basal ganglia)	5
BambuTx1059	ENSG00000182187	Cells - Cultured fibroblasts	0
BambuTx1059	ENSG00000182187	Heart - Atrial Appendage	0
BambuTx1059	ENSG00000182187	Heart - Left Ventricle	0
BambuTx1059	ENSG00000182187	Liver	0
BambuTx1059	ENSG00000182187	Lung	0
BambuTx1059	ENSG00000182187	Muscle - Skeletal	0
BambuTx106	ENSG00000196754	Brain - Cerebellar Hemisphere	4
BambuTx106	ENSG00000196754	Brain - Frontal Cortex (BA9)	0
BambuTx106	ENSG00000196754	Brain - Putamen (basal ganglia)	0
BambuTx106	ENSG00000196754	Cells - Cultured fibroblasts	0
BambuTx106	ENSG00000196754	Heart - Atrial Appendage	0
BambuTx106	ENSG00000196754	Heart - Left Ventricle	0
BambuTx106	ENSG00000196754	Liver	0
BambuTx106	ENSG00000196754	Lung	0
BambuTx106	ENSG00000196754	Muscle - Skeletal	0
BambuTx1060	BambuGene158175	Brain - Cerebellar Hemisphere	0
BambuTx1060	BambuGene158175	Brain - Frontal Cortex (BA9)	0
BambuTx1060	BambuGene158175	Brain - Putamen (basal ganglia)	0
BambuTx1060	BambuGene158175	Cells - Cultured fibroblasts	0
BambuTx1060	BambuGene158175	Heart - Atrial Appendage	0
BambuTx1060	BambuGene158175	Heart - Left Ventricle	0
BambuTx1060	BambuGene158175	Liver	0
BambuTx1060	BambuGene158175	Lung	0
BambuTx1060	BambuGene158175	Muscle - Skeletal	0
BambuTx1061	BambuGene147849	Brain - Cerebellar Hemisphere	0
BambuTx1061	BambuGene147849	Brain - Frontal Cortex (BA9)	0
BambuTx1061	BambuGene147849	Brain - Putamen (basal ganglia)	0
BambuTx1061	BambuGene147849	Cells - Cultured fibroblasts	0
BambuTx1061	BambuGene147849	Heart - Atrial Appendage	0
BambuTx1061	BambuGene147849	Heart - Left Ventricle	0
BambuTx1061	BambuGene147849	Liver	0
BambuTx1061	BambuGene147849	Lung	0
BambuTx1061	BambuGene147849	Muscle - Skeletal	0
BambuTx1062	BambuGene147902	Brain - Cerebellar Hemisphere	4
BambuTx1062	BambuGene147902	Brain - Frontal Cortex (BA9)	0
BambuTx1062	BambuGene147902	Brain - Putamen (basal ganglia)	0
BambuTx1062	BambuGene147902	Cells - Cultured fibroblasts	0
BambuTx1062	BambuGene147902	Heart - Atrial Appendage	0
BambuTx1062	BambuGene147902	Heart - Left Ventricle	2
BambuTx1062	BambuGene147902	Liver	0
BambuTx1062	BambuGene147902	Lung	0
BambuTx1062	BambuGene147902	Muscle - Skeletal	0
BambuTx1063	ENSG00000223923	Brain - Cerebellar Hemisphere	1
BambuTx1063	ENSG00000223923	Brain - Frontal Cortex (BA9)	0
BambuTx1063	ENSG00000223923	Brain - Putamen (basal ganglia)	0
BambuTx1063	ENSG00000223923	Cells - Cultured fibroblasts	0
BambuTx1063	ENSG00000223923	Heart - Atrial Appendage	1
BambuTx1063	ENSG00000223923	Heart - Left Ventricle	0
BambuTx1063	ENSG00000223923	Liver	0
BambuTx1063	ENSG00000223923	Lung	8
BambuTx1063	ENSG00000223923	Muscle - Skeletal	1
BambuTx1064	ENSG00000074582	Brain - Cerebellar Hemisphere	40
BambuTx1064	ENSG00000074582	Brain - Frontal Cortex (BA9)	52
BambuTx1064	ENSG00000074582	Brain - Putamen (basal ganglia)	20
BambuTx1064	ENSG00000074582	Cells - Cultured fibroblasts	126
BambuTx1064	ENSG00000074582	Heart - Atrial Appendage	15
BambuTx1064	ENSG00000074582	Heart - Left Ventricle	5
BambuTx1064	ENSG00000074582	Liver	3
BambuTx1064	ENSG00000074582	Lung	20
BambuTx1064	ENSG00000074582	Muscle - Skeletal	36
BambuTx1065	ENSG00000286154	Brain - Cerebellar Hemisphere	0
BambuTx1065	ENSG00000286154	Brain - Frontal Cortex (BA9)	0
BambuTx1065	ENSG00000286154	Brain - Putamen (basal ganglia)	0
BambuTx1065	ENSG00000286154	Cells - Cultured fibroblasts	0
BambuTx1065	ENSG00000286154	Heart - Atrial Appendage	0
BambuTx1065	ENSG00000286154	Heart - Left Ventricle	0
BambuTx1065	ENSG00000286154	Liver	0
BambuTx1065	ENSG00000286154	Lung	0
BambuTx1065	ENSG00000286154	Muscle - Skeletal	0
BambuTx1066	ENSG00000237732	Brain - Cerebellar Hemisphere	13
BambuTx1066	ENSG00000237732	Brain - Frontal Cortex (BA9)	29
BambuTx1066	ENSG00000237732	Brain - Putamen (basal ganglia)	15
BambuTx1066	ENSG00000237732	Cells - Cultured fibroblasts	0
BambuTx1066	ENSG00000237732	Heart - Atrial Appendage	4
BambuTx1066	ENSG00000237732	Heart - Left Ventricle	3
BambuTx1066	ENSG00000237732	Liver	1
BambuTx1066	ENSG00000237732	Lung	3
BambuTx1066	ENSG00000237732	Muscle - Skeletal	1
BambuTx1067	BambuGene158743	Brain - Cerebellar Hemisphere	0
BambuTx1067	BambuGene158743	Brain - Frontal Cortex (BA9)	0
BambuTx1067	BambuGene158743	Brain - Putamen (basal ganglia)	0
BambuTx1067	BambuGene158743	Cells - Cultured fibroblasts	0
BambuTx1067	BambuGene158743	Heart - Atrial Appendage	0
BambuTx1067	BambuGene158743	Heart - Left Ventricle	0
BambuTx1067	BambuGene158743	Liver	0
BambuTx1067	BambuGene158743	Lung	0
BambuTx1067	BambuGene158743	Muscle - Skeletal	0
BambuTx1068	BambuGene158758	Brain - Cerebellar Hemisphere	0
BambuTx1068	BambuGene158758	Brain - Frontal Cortex (BA9)	0
BambuTx1068	BambuGene158758	Brain - Putamen (basal ganglia)	0
BambuTx1068	BambuGene158758	Cells - Cultured fibroblasts	0
BambuTx1068	BambuGene158758	Heart - Atrial Appendage	0
BambuTx1068	BambuGene158758	Heart - Left Ventricle	0
BambuTx1068	BambuGene158758	Liver	0
BambuTx1068	BambuGene158758	Lung	0
BambuTx1068	BambuGene158758	Muscle - Skeletal	0
BambuTx1069	BambuGene148466	Brain - Cerebellar Hemisphere	1
BambuTx1069	BambuGene148466	Brain - Frontal Cortex (BA9)	9
BambuTx1069	BambuGene148466	Brain - Putamen (basal ganglia)	11
BambuTx1069	BambuGene148466	Cells - Cultured fibroblasts	2
BambuTx1069	BambuGene148466	Heart - Atrial Appendage	0
BambuTx1069	BambuGene148466	Heart - Left Ventricle	0
BambuTx1069	BambuGene148466	Liver	0
BambuTx1069	BambuGene148466	Lung	0
BambuTx1069	BambuGene148466	Muscle - Skeletal	0
BambuTx107	ENSG00000143554	Brain - Cerebellar Hemisphere	99
BambuTx107	ENSG00000143554	Brain - Frontal Cortex (BA9)	52
BambuTx107	ENSG00000143554	Brain - Putamen (basal ganglia)	0
BambuTx107	ENSG00000143554	Cells - Cultured fibroblasts	1
BambuTx107	ENSG00000143554	Heart - Atrial Appendage	51
BambuTx107	ENSG00000143554	Heart - Left Ventricle	6
BambuTx107	ENSG00000143554	Liver	17
BambuTx107	ENSG00000143554	Lung	5
BambuTx107	ENSG00000143554	Muscle - Skeletal	2
BambuTx1070	BambuGene158897	Brain - Cerebellar Hemisphere	0
BambuTx1070	BambuGene158897	Brain - Frontal Cortex (BA9)	0
BambuTx1070	BambuGene158897	Brain - Putamen (basal ganglia)	0
BambuTx1070	BambuGene158897	Cells - Cultured fibroblasts	0
BambuTx1070	BambuGene158897	Heart - Atrial Appendage	0
BambuTx1070	BambuGene158897	Heart - Left Ventricle	0
BambuTx1070	BambuGene158897	Liver	0
BambuTx1070	BambuGene158897	Lung	0
BambuTx1070	BambuGene158897	Muscle - Skeletal	0
BambuTx1071	ENSG00000168958	Brain - Cerebellar Hemisphere	226
BambuTx1071	ENSG00000168958	Brain - Frontal Cortex (BA9)	222
BambuTx1071	ENSG00000168958	Brain - Putamen (basal ganglia)	74
BambuTx1071	ENSG00000168958	Cells - Cultured fibroblasts	161
BambuTx1071	ENSG00000168958	Heart - Atrial Appendage	167
BambuTx1071	ENSG00000168958	Heart - Left Ventricle	74
BambuTx1071	ENSG00000168958	Liver	14
BambuTx1071	ENSG00000168958	Lung	35
BambuTx1071	ENSG00000168958	Muscle - Skeletal	41
BambuTx1072	ENSG00000135917	Brain - Cerebellar Hemisphere	0
BambuTx1072	ENSG00000135917	Brain - Frontal Cortex (BA9)	0
BambuTx1072	ENSG00000135917	Brain - Putamen (basal ganglia)	1
BambuTx1072	ENSG00000135917	Cells - Cultured fibroblasts	0
BambuTx1072	ENSG00000135917	Heart - Atrial Appendage	0
BambuTx1072	ENSG00000135917	Heart - Left Ventricle	0
BambuTx1072	ENSG00000135917	Liver	0
BambuTx1072	ENSG00000135917	Lung	1
BambuTx1072	ENSG00000135917	Muscle - Skeletal	0
BambuTx1073	BambuGene148571	Brain - Cerebellar Hemisphere	2
BambuTx1073	BambuGene148571	Brain - Frontal Cortex (BA9)	1
BambuTx1073	BambuGene148571	Brain - Putamen (basal ganglia)	0
BambuTx1073	BambuGene148571	Cells - Cultured fibroblasts	0
BambuTx1073	BambuGene148571	Heart - Atrial Appendage	2
BambuTx1073	BambuGene148571	Heart - Left Ventricle	0
BambuTx1073	BambuGene148571	Liver	0
BambuTx1073	BambuGene148571	Lung	0
BambuTx1073	BambuGene148571	Muscle - Skeletal	0
BambuTx1074	ENSG00000135898	Brain - Cerebellar Hemisphere	0
BambuTx1074	ENSG00000135898	Brain - Frontal Cortex (BA9)	44
BambuTx1074	ENSG00000135898	Brain - Putamen (basal ganglia)	1
BambuTx1074	ENSG00000135898	Cells - Cultured fibroblasts	0
BambuTx1074	ENSG00000135898	Heart - Atrial Appendage	0
BambuTx1074	ENSG00000135898	Heart - Left Ventricle	3
BambuTx1074	ENSG00000135898	Liver	0
BambuTx1074	ENSG00000135898	Lung	2
BambuTx1074	ENSG00000135898	Muscle - Skeletal	0
BambuTx1075	ENSG00000261829	Brain - Cerebellar Hemisphere	1
BambuTx1075	ENSG00000261829	Brain - Frontal Cortex (BA9)	4
BambuTx1075	ENSG00000261829	Brain - Putamen (basal ganglia)	1
BambuTx1075	ENSG00000261829	Cells - Cultured fibroblasts	0
BambuTx1075	ENSG00000261829	Heart - Atrial Appendage	0
BambuTx1075	ENSG00000261829	Heart - Left Ventricle	0
BambuTx1075	ENSG00000261829	Liver	2
BambuTx1075	ENSG00000261829	Lung	0
BambuTx1075	ENSG00000261829	Muscle - Skeletal	0
BambuTx1076	BambuGene148758	Brain - Cerebellar Hemisphere	9
BambuTx1076	BambuGene148758	Brain - Frontal Cortex (BA9)	9
BambuTx1076	BambuGene148758	Brain - Putamen (basal ganglia)	2
BambuTx1076	BambuGene148758	Cells - Cultured fibroblasts	0
BambuTx1076	BambuGene148758	Heart - Atrial Appendage	1
BambuTx1076	BambuGene148758	Heart - Left Ventricle	0
BambuTx1076	BambuGene148758	Liver	0
BambuTx1076	BambuGene148758	Lung	1
BambuTx1076	BambuGene148758	Muscle - Skeletal	0
BambuTx1077	ENSG00000289018	Brain - Cerebellar Hemisphere	0
BambuTx1077	ENSG00000289018	Brain - Frontal Cortex (BA9)	0
BambuTx1077	ENSG00000289018	Brain - Putamen (basal ganglia)	0
BambuTx1077	ENSG00000289018	Cells - Cultured fibroblasts	0
BambuTx1077	ENSG00000289018	Heart - Atrial Appendage	0
BambuTx1077	ENSG00000289018	Heart - Left Ventricle	0
BambuTx1077	ENSG00000289018	Liver	0
BambuTx1077	ENSG00000289018	Lung	0
BambuTx1077	ENSG00000289018	Muscle - Skeletal	0
BambuTx1078	BambuGene159296	Brain - Cerebellar Hemisphere	0
BambuTx1078	BambuGene159296	Brain - Frontal Cortex (BA9)	0
BambuTx1078	BambuGene159296	Brain - Putamen (basal ganglia)	0
BambuTx1078	BambuGene159296	Cells - Cultured fibroblasts	0
BambuTx1078	BambuGene159296	Heart - Atrial Appendage	0
BambuTx1078	BambuGene159296	Heart - Left Ventricle	0
BambuTx1078	BambuGene159296	Liver	0
BambuTx1078	BambuGene159296	Lung	0
BambuTx1078	BambuGene159296	Muscle - Skeletal	0
BambuTx1079	ENSG00000168395	Brain - Cerebellar Hemisphere	92
BambuTx1079	ENSG00000168395	Brain - Frontal Cortex (BA9)	27
BambuTx1079	ENSG00000168395	Brain - Putamen (basal ganglia)	20
BambuTx1079	ENSG00000168395	Cells - Cultured fibroblasts	27
BambuTx1079	ENSG00000168395	Heart - Atrial Appendage	14
BambuTx1079	ENSG00000168395	Heart - Left Ventricle	8
BambuTx1079	ENSG00000168395	Liver	11
BambuTx1079	ENSG00000168395	Lung	12
BambuTx1079	ENSG00000168395	Muscle - Skeletal	36
BambuTx108	BambuGene8308	Brain - Cerebellar Hemisphere	5
BambuTx108	BambuGene8308	Brain - Frontal Cortex (BA9)	1
BambuTx108	BambuGene8308	Brain - Putamen (basal ganglia)	0
BambuTx108	BambuGene8308	Cells - Cultured fibroblasts	4
BambuTx108	BambuGene8308	Heart - Atrial Appendage	1
BambuTx108	BambuGene8308	Heart - Left Ventricle	0
BambuTx108	BambuGene8308	Liver	2
BambuTx108	BambuGene8308	Lung	1
BambuTx108	BambuGene8308	Muscle - Skeletal	1
BambuTx1080	BambuGene149379	Brain - Cerebellar Hemisphere	5
BambuTx1080	BambuGene149379	Brain - Frontal Cortex (BA9)	2
BambuTx1080	BambuGene149379	Brain - Putamen (basal ganglia)	5
BambuTx1080	BambuGene149379	Cells - Cultured fibroblasts	0
BambuTx1080	BambuGene149379	Heart - Atrial Appendage	0
BambuTx1080	BambuGene149379	Heart - Left Ventricle	0
BambuTx1080	BambuGene149379	Liver	5
BambuTx1080	BambuGene149379	Lung	1
BambuTx1080	BambuGene149379	Muscle - Skeletal	1
BambuTx1081	BambuGene159867	Brain - Cerebellar Hemisphere	0
BambuTx1081	BambuGene159867	Brain - Frontal Cortex (BA9)	5
BambuTx1081	BambuGene159867	Brain - Putamen (basal ganglia)	1
BambuTx1081	BambuGene159867	Cells - Cultured fibroblasts	0
BambuTx1081	BambuGene159867	Heart - Atrial Appendage	0
BambuTx1081	BambuGene159867	Heart - Left Ventricle	0
BambuTx1081	BambuGene159867	Liver	0
BambuTx1081	BambuGene159867	Lung	0
BambuTx1081	BambuGene159867	Muscle - Skeletal	0
BambuTx1082	BambuGene159875	Brain - Cerebellar Hemisphere	0
BambuTx1082	BambuGene159875	Brain - Frontal Cortex (BA9)	0
BambuTx1082	BambuGene159875	Brain - Putamen (basal ganglia)	0
BambuTx1082	BambuGene159875	Cells - Cultured fibroblasts	0
BambuTx1082	BambuGene159875	Heart - Atrial Appendage	0
BambuTx1082	BambuGene159875	Heart - Left Ventricle	0
BambuTx1082	BambuGene159875	Liver	0
BambuTx1082	BambuGene159875	Lung	0
BambuTx1082	BambuGene159875	Muscle - Skeletal	0
BambuTx1083	ENSG00000225377	Brain - Cerebellar Hemisphere	14
BambuTx1083	ENSG00000225377	Brain - Frontal Cortex (BA9)	2
BambuTx1083	ENSG00000225377	Brain - Putamen (basal ganglia)	0
BambuTx1083	ENSG00000225377	Cells - Cultured fibroblasts	2
BambuTx1083	ENSG00000225377	Heart - Atrial Appendage	7
BambuTx1083	ENSG00000225377	Heart - Left Ventricle	6
BambuTx1083	ENSG00000225377	Liver	0
BambuTx1083	ENSG00000225377	Lung	2
BambuTx1083	ENSG00000225377	Muscle - Skeletal	4
